Value,Date,year,month,day
627.21,2020-01-16,2020,1,16
627.21,2020-01-17,2020,1,17
627.21,2020-01-18,2020,1,18
627.21,2020-01-19,2020,1,19
627.21,2020-01-20,2020,1,20
627.21,2020-01-21,2020,1,21
627.21,2020-01-22,2020,1,22
627.21,2020-01-23,2020,1,23
627.21,2020-01-24,2020,1,24
627.21,2020-01-25,2020,1,25
627.21,2020-01-26,2020,1,26
627.21,2020-01-27,2020,1,27
627.21,2020-01-28,2020,1,28
627.21,2020-01-29,2020,1,29
627.21,2020-01-30,2020,1,30
627.21,2020-01-31,2020,1,31
646.81,2020-02-01,2020,2,1
646.81,2020-02-02,2020,2,2
646.81,2020-02-03,2020,2,3
646.81,2020-02-04,2020,2,4
646.81,2020-02-05,2020,2,5
646.81,2020-02-06,2020,2,6
646.81,2020-02-07,2020,2,7
646.81,2020-02-08,2020,2,8
646.81,2020-02-09,2020,2,9
646.81,2020-02-10,2020,2,10
646.81,2020-02-11,2020,2,11
646.81,2020-02-12,2020,2,12
646.81,2020-02-13,2020,2,13
646.81,2020-02-14,2020,2,14
646.81,2020-02-15,2020,2,15
646.81,2020-02-16,2020,2,16
646.81,2020-02-17,2020,2,17
646.81,2020-02-18,2020,2,18
646.81,2020-02-19,2020,2,19
646.81,2020-02-20,2020,2,20
646.81,2020-02-21,2020,2,21
646.81,2020-02-22,2020,2,22
646.81,2020-02-23,2020,2,23
646.81,2020-02-24,2020,2,24
646.81,2020-02-25,2020,2,25
646.81,2020-02-26,2020,2,26
646.81,2020-02-27,2020,2,27
646.81,2020-02-28,2020,2,28
646.81,2020-02-29,2020,2,29
610.97,2020-03-01,2020,3,1
610.97,2020-03-02,2020,3,2
610.97,2020-03-03,2020,3,3
610.97,2020-03-04,2020,3,4
610.97,2020-03-05,2020,3,5
610.97,2020-03-06,2020,3,6
610.97,2020-03-07,2020,3,7
610.97,2020-03-08,2020,3,8
610.97,2020-03-09,2020,3,9
610.97,2020-03-10,2020,3,10
610.97,2020-03-11,2020,3,11
610.97,2020-03-12,2020,3,12
610.97,2020-03-13,2020,3,13
610.97,2020-03-14,2020,3,14
610.97,2020-03-15,2020,3,15
610.97,2020-03-16,2020,3,16
610.97,2020-03-17,2020,3,17
610.97,2020-03-18,2020,3,18
610.97,2020-03-19,2020,3,19
610.97,2020-03-20,2020,3,20
610.97,2020-03-21,2020,3,21
610.97,2020-03-22,2020,3,22
610.97,2020-03-23,2020,3,23
610.97,2020-03-24,2020,3,24
610.97,2020-03-25,2020,3,25
610.97,2020-03-26,2020,3,26
610.97,2020-03-27,2020,3,27
610.97,2020-03-28,2020,3,28
610.97,2020-03-29,2020,3,29
610.97,2020-03-30,2020,3,30
610.97,2020-03-31,2020,3,31
613.84,2020-04-01,2020,4,1
613.84,2020-04-02,2020,4,2
613.84,2020-04-03,2020,4,3
613.84,2020-04-04,2020,4,4
613.84,2020-04-05,2020,4,5
613.84,2020-04-06,2020,4,6
613.84,2020-04-07,2020,4,7
613.84,2020-04-08,2020,4,8
613.84,2020-04-09,2020,4,9
613.84,2020-04-10,2020,4,10
613.84,2020-04-11,2020,4,11
613.84,2020-04-12,2020,4,12
613.84,2020-04-13,2020,4,13
613.84,2020-04-14,2020,4,14
613.84,2020-04-15,2020,4,15
613.84,2020-04-16,2020,4,16
613.84,2020-04-17,2020,4,17
613.84,2020-04-18,2020,4,18
613.84,2020-04-19,2020,4,19
613.84,2020-04-20,2020,4,20
613.84,2020-04-21,2020,4,21
613.84,2020-04-22,2020,4,22
613.84,2020-04-23,2020,4,23
613.84,2020-04-24,2020,4,24
613.84,2020-04-25,2020,4,25
613.84,2020-04-26,2020,4,26
613.84,2020-04-27,2020,4,27
613.84,2020-04-28,2020,4,28
613.84,2020-04-29,2020,4,29
613.84,2020-04-30,2020,4,30
588.48,2020-05-01,2020,5,1
588.48,2020-05-02,2020,5,2
588.48,2020-05-03,2020,5,3
588.48,2020-05-04,2020,5,4
588.48,2020-05-05,2020,5,5
588.48,2020-05-06,2020,5,6
588.48,2020-05-07,2020,5,7
588.48,2020-05-08,2020,5,8
588.48,2020-05-09,2020,5,9
588.48,2020-05-10,2020,5,10
588.48,2020-05-11,2020,5,11
588.48,2020-05-12,2020,5,12
588.48,2020-05-13,2020,5,13
588.48,2020-05-14,2020,5,14
588.48,2020-05-15,2020,5,15
588.48,2020-05-16,2020,5,16
588.48,2020-05-17,2020,5,17
588.48,2020-05-18,2020,5,18
588.48,2020-05-19,2020,5,19
588.48,2020-05-20,2020,5,20
588.48,2020-05-21,2020,5,21
588.48,2020-05-22,2020,5,22
588.48,2020-05-23,2020,5,23
588.48,2020-05-24,2020,5,24
588.48,2020-05-25,2020,5,25
588.48,2020-05-26,2020,5,26
588.48,2020-05-27,2020,5,27
588.48,2020-05-28,2020,5,28
588.48,2020-05-29,2020,5,29
588.48,2020-05-30,2020,5,30
588.48,2020-05-31,2020,5,31
582.19,2020-06-01,2020,6,1
582.19,2020-06-02,2020,6,2
582.19,2020-06-03,2020,6,3
582.19,2020-06-04,2020,6,4
582.19,2020-06-05,2020,6,5
582.19,2020-06-06,2020,6,6
582.19,2020-06-07,2020,6,7
582.19,2020-06-08,2020,6,8
582.19,2020-06-09,2020,6,9
582.19,2020-06-10,2020,6,10
582.19,2020-06-11,2020,6,11
582.19,2020-06-12,2020,6,12
582.19,2020-06-13,2020,6,13
582.19,2020-06-14,2020,6,14
582.19,2020-06-15,2020,6,15
582.19,2020-06-16,2020,6,16
582.19,2020-06-17,2020,6,17
582.19,2020-06-18,2020,6,18
582.19,2020-06-19,2020,6,19
582.19,2020-06-20,2020,6,20
582.19,2020-06-21,2020,6,21
582.19,2020-06-22,2020,6,22
582.19,2020-06-23,2020,6,23
582.19,2020-06-24,2020,6,24
582.19,2020-06-25,2020,6,25
582.19,2020-06-26,2020,6,26
582.19,2020-06-27,2020,6,27
582.19,2020-06-28,2020,6,28
582.19,2020-06-29,2020,6,29
582.19,2020-06-30,2020,6,30
573.61,2020-07-01,2020,7,1
573.61,2020-07-02,2020,7,2
573.61,2020-07-03,2020,7,3
573.61,2020-07-04,2020,7,4
573.61,2020-07-05,2020,7,5
573.61,2020-07-06,2020,7,6
573.61,2020-07-07,2020,7,7
573.61,2020-07-08,2020,7,8
573.61,2020-07-09,2020,7,9
573.61,2020-07-10,2020,7,10
573.61,2020-07-11,2020,7,11
573.61,2020-07-12,2020,7,12
573.61,2020-07-13,2020,7,13
573.61,2020-07-14,2020,7,14
573.61,2020-07-15,2020,7,15
573.61,2020-07-16,2020,7,16
573.61,2020-07-17,2020,7,17
573.61,2020-07-18,2020,7,18
573.61,2020-07-19,2020,7,19
573.61,2020-07-20,2020,7,20
573.61,2020-07-21,2020,7,21
573.61,2020-07-22,2020,7,22
573.61,2020-07-23,2020,7,23
573.61,2020-07-24,2020,7,24
573.61,2020-07-25,2020,7,25
573.61,2020-07-26,2020,7,26
573.61,2020-07-27,2020,7,27
573.61,2020-07-28,2020,7,28
573.61,2020-07-29,2020,7,29
573.61,2020-07-30,2020,7,30
573.61,2020-07-31,2020,7,31
563.0,2020-08-01,2020,8,1
563.0,2020-08-02,2020,8,2
563.0,2020-08-03,2020,8,3
563.0,2020-08-04,2020,8,4
563.0,2020-08-05,2020,8,5
563.0,2020-08-06,2020,8,6
563.0,2020-08-07,2020,8,7
563.0,2020-08-08,2020,8,8
563.0,2020-08-09,2020,8,9
563.0,2020-08-10,2020,8,10
563.0,2020-08-11,2020,8,11
563.0,2020-08-12,2020,8,12
563.0,2020-08-13,2020,8,13
563.0,2020-08-14,2020,8,14
563.0,2020-08-15,2020,8,15
563.0,2020-08-16,2020,8,16
563.0,2020-08-17,2020,8,17
563.0,2020-08-18,2020,8,18
563.0,2020-08-19,2020,8,19
563.0,2020-08-20,2020,8,20
563.0,2020-08-21,2020,8,21
563.0,2020-08-22,2020,8,22
563.0,2020-08-23,2020,8,23
563.0,2020-08-24,2020,8,24
563.0,2020-08-25,2020,8,25
563.0,2020-08-26,2020,8,26
563.0,2020-08-27,2020,8,27
563.0,2020-08-28,2020,8,28
563.0,2020-08-29,2020,8,29
563.0,2020-08-30,2020,8,30
563.0,2020-08-31,2020,8,31
592.16,2020-09-01,2020,9,1
592.16,2020-09-02,2020,9,2
592.16,2020-09-03,2020,9,3
592.16,2020-09-04,2020,9,4
592.16,2020-09-05,2020,9,5
592.16,2020-09-06,2020,9,6
592.16,2020-09-07,2020,9,7
592.16,2020-09-08,2020,9,8
592.16,2020-09-09,2020,9,9
592.16,2020-09-10,2020,9,10
592.16,2020-09-11,2020,9,11
592.16,2020-09-12,2020,9,12
592.16,2020-09-13,2020,9,13
592.16,2020-09-14,2020,9,14
592.16,2020-09-15,2020,9,15
592.16,2020-09-16,2020,9,16
592.16,2020-09-17,2020,9,17
592.16,2020-09-18,2020,9,18
592.16,2020-09-19,2020,9,19
592.16,2020-09-20,2020,9,20
592.16,2020-09-21,2020,9,21
592.16,2020-09-22,2020,9,22
592.16,2020-09-23,2020,9,23
592.16,2020-09-24,2020,9,24
592.16,2020-09-25,2020,9,25
592.16,2020-09-26,2020,9,26
592.16,2020-09-27,2020,9,27
592.16,2020-09-28,2020,9,28
592.16,2020-09-29,2020,9,29
592.16,2020-09-30,2020,9,30
585.41,2020-10-01,2020,10,1
585.41,2020-10-02,2020,10,2
585.41,2020-10-03,2020,10,3
585.41,2020-10-04,2020,10,4
585.41,2020-10-05,2020,10,5
585.41,2020-10-06,2020,10,6
585.41,2020-10-07,2020,10,7
585.41,2020-10-08,2020,10,8
585.41,2020-10-09,2020,10,9
585.41,2020-10-10,2020,10,10
585.41,2020-10-11,2020,10,11
585.41,2020-10-12,2020,10,12
585.41,2020-10-13,2020,10,13
585.41,2020-10-14,2020,10,14
585.41,2020-10-15,2020,10,15
585.41,2020-10-16,2020,10,16
585.41,2020-10-17,2020,10,17
585.41,2020-10-18,2020,10,18
585.41,2020-10-19,2020,10,19
585.41,2020-10-20,2020,10,20
585.41,2020-10-21,2020,10,21
585.41,2020-10-22,2020,10,22
585.41,2020-10-23,2020,10,23
585.41,2020-10-24,2020,10,24
585.41,2020-10-25,2020,10,25
585.41,2020-10-26,2020,10,26
585.41,2020-10-27,2020,10,27
585.41,2020-10-28,2020,10,28
585.41,2020-10-29,2020,10,29
585.41,2020-10-30,2020,10,30
585.41,2020-10-31,2020,10,31
570.46,2020-11-01,2020,11,1
570.46,2020-11-02,2020,11,2
570.46,2020-11-03,2020,11,3
570.46,2020-11-04,2020,11,4
570.46,2020-11-05,2020,11,5
570.46,2020-11-06,2020,11,6
570.46,2020-11-07,2020,11,7
570.46,2020-11-08,2020,11,8
570.46,2020-11-09,2020,11,9
570.46,2020-11-10,2020,11,10
570.46,2020-11-11,2020,11,11
570.46,2020-11-12,2020,11,12
570.46,2020-11-13,2020,11,13
570.46,2020-11-14,2020,11,14
570.46,2020-11-15,2020,11,15
570.46,2020-11-16,2020,11,16
570.46,2020-11-17,2020,11,17
570.46,2020-11-18,2020,11,18
570.46,2020-11-19,2020,11,19
570.46,2020-11-20,2020,11,20
570.46,2020-11-21,2020,11,21
570.46,2020-11-22,2020,11,22
570.46,2020-11-23,2020,11,23
570.46,2020-11-24,2020,11,24
570.46,2020-11-25,2020,11,25
570.46,2020-11-26,2020,11,26
570.46,2020-11-27,2020,11,27
570.46,2020-11-28,2020,11,28
570.46,2020-11-29,2020,11,29
570.46,2020-11-30,2020,11,30
568.46,2020-12-01,2020,12,1
568.46,2020-12-02,2020,12,2
568.46,2020-12-03,2020,12,3
568.46,2020-12-04,2020,12,4
568.46,2020-12-05,2020,12,5
568.46,2020-12-06,2020,12,6
568.46,2020-12-07,2020,12,7
568.46,2020-12-08,2020,12,8
568.46,2020-12-09,2020,12,9
568.46,2020-12-10,2020,12,10
568.46,2020-12-11,2020,12,11
568.46,2020-12-12,2020,12,12
568.46,2020-12-13,2020,12,13
568.46,2020-12-14,2020,12,14
568.46,2020-12-15,2020,12,15
568.46,2020-12-16,2020,12,16
568.46,2020-12-17,2020,12,17
568.46,2020-12-18,2020,12,18
568.46,2020-12-19,2020,12,19
568.46,2020-12-20,2020,12,20
568.46,2020-12-21,2020,12,21
568.46,2020-12-22,2020,12,22
568.46,2020-12-23,2020,12,23
568.46,2020-12-24,2020,12,24
568.46,2020-12-25,2020,12,25
568.46,2020-12-26,2020,12,26
568.46,2020-12-27,2020,12,27
568.46,2020-12-28,2020,12,28
568.46,2020-12-29,2020,12,29
568.46,2020-12-30,2020,12,30
568.46,2020-12-31,2020,12,31
593.93,2021-01-01,2021,1,1
593.93,2021-01-02,2021,1,2
593.93,2021-01-03,2021,1,3
593.93,2021-01-04,2021,1,4
593.93,2021-01-05,2021,1,5
593.93,2021-01-06,2021,1,6
593.93,2021-01-07,2021,1,7
593.93,2021-01-08,2021,1,8
593.93,2021-01-09,2021,1,9
593.93,2021-01-10,2021,1,10
593.93,2021-01-11,2021,1,11
593.93,2021-01-12,2021,1,12
593.93,2021-01-13,2021,1,13
593.93,2021-01-14,2021,1,14
593.93,2021-01-15,2021,1,15
593.93,2021-01-16,2021,1,16
593.93,2021-01-17,2021,1,17
593.93,2021-01-18,2021,1,18
593.93,2021-01-19,2021,1,19
593.93,2021-01-20,2021,1,20
593.93,2021-01-21,2021,1,21
593.93,2021-01-22,2021,1,22
593.93,2021-01-23,2021,1,23
593.93,2021-01-24,2021,1,24
593.93,2021-01-25,2021,1,25
593.93,2021-01-26,2021,1,26
593.93,2021-01-27,2021,1,27
593.93,2021-01-28,2021,1,28
593.93,2021-01-29,2021,1,29
593.93,2021-01-30,2021,1,30
593.93,2021-01-31,2021,1,31
647.62,2021-02-01,2021,2,1
647.62,2021-02-02,2021,2,2
647.62,2021-02-03,2021,2,3
647.62,2021-02-04,2021,2,4
647.62,2021-02-05,2021,2,5
647.62,2021-02-06,2021,2,6
647.62,2021-02-07,2021,2,7
647.62,2021-02-08,2021,2,8
647.62,2021-02-09,2021,2,9
647.62,2021-02-10,2021,2,10
647.62,2021-02-11,2021,2,11
647.62,2021-02-12,2021,2,12
647.62,2021-02-13,2021,2,13
647.62,2021-02-14,2021,2,14
647.62,2021-02-15,2021,2,15
647.62,2021-02-16,2021,2,16
647.62,2021-02-17,2021,2,17
647.62,2021-02-18,2021,2,18
647.62,2021-02-19,2021,2,19
647.62,2021-02-20,2021,2,20
647.62,2021-02-21,2021,2,21
647.62,2021-02-22,2021,2,22
647.62,2021-02-23,2021,2,23
647.62,2021-02-24,2021,2,24
647.62,2021-02-25,2021,2,25
647.62,2021-02-26,2021,2,26
647.62,2021-02-27,2021,2,27
647.62,2021-02-28,2021,2,28
699.14,2021-03-01,2021,3,1
699.14,2021-03-02,2021,3,2
699.14,2021-03-03,2021,3,3
699.14,2021-03-04,2021,3,4
699.14,2021-03-05,2021,3,5
699.14,2021-03-06,2021,3,6
699.14,2021-03-07,2021,3,7
699.14,2021-03-08,2021,3,8
699.14,2021-03-09,2021,3,9
699.14,2021-03-10,2021,3,10
699.14,2021-03-11,2021,3,11
699.14,2021-03-12,2021,3,12
699.14,2021-03-13,2021,3,13
699.14,2021-03-14,2021,3,14
699.14,2021-03-15,2021,3,15
699.14,2021-03-16,2021,3,16
699.14,2021-03-17,2021,3,17
699.14,2021-03-18,2021,3,18
699.14,2021-03-19,2021,3,19
699.14,2021-03-20,2021,3,20
699.14,2021-03-21,2021,3,21
699.14,2021-03-22,2021,3,22
699.14,2021-03-23,2021,3,23
699.14,2021-03-24,2021,3,24
699.14,2021-03-25,2021,3,25
699.14,2021-03-26,2021,3,26
699.14,2021-03-27,2021,3,27
699.14,2021-03-28,2021,3,28
699.14,2021-03-29,2021,3,29
699.14,2021-03-30,2021,3,30
699.14,2021-03-31,2021,3,31
